Site,PlotType,Forest_status,Grazing_status,PlotID,Species,Grid_X,Grid_Y
12,3,Unforested,Ungrazed,25,Carduelis spinus,228576,816305
12,3,Unforested,Ungrazed,25,Fringilla coelebs,228576,816305
12,3,Unforested,Ungrazed,25,Anthus trivialis,228576,816305
12,3,Unforested,Ungrazed,25,Carduelis cabaret,228576,816305
12,3,Unforested,Ungrazed,25,Carduelis cabaret,228576,816305
13,4,Mature,Grazed,26,Phylloscopus trochilus,223964,826294
13,4,Mature,Grazed,26,Carduelis cabaret,223964,826294
13,4,Mature,Grazed,26,Troglodytes troglodytes,223964,826294
13,4,Mature,Grazed,26,Anthus trivialis,223964,826294
13,4,Mature,Grazed,26,Anthus trivialis,223964,826294
13,4,Mature,Grazed,26,Fringilla coelebs,223964,826294
13,4,Mature,Grazed,26,Fringilla coelebs,223964,826294
13,4,Mature,Grazed,26,Anthus trivialis,223964,826294
13,4,Mature,Grazed,26,Regulus regulus,223964,826294
13,4,Mature,Grazed,26,Phylloscopus trochilus,223964,826294
13,4,Mature,Grazed,26,Regulus regulus,223964,826294
13,4,Mature,Grazed,26,Phylloscopus trochilus,223964,826294
13,4,Mature,Grazed,26,Fringilla coelebs,223964,826294
13,4,Mature,Grazed,26,Fringilla coelebs,223964,826294
13,4,Mature,Grazed,26,Anthus trivialis,223964,826294
13,4,Mature,Grazed,26,Anthus trivialis,223964,826294
13,4,Mature,Grazed,26,Troglodytes troglodytes,223964,826294
13,5,Mature,Ungrazed,27,Carduelis cabaret,223807,826318
13,5,Mature,Ungrazed,27,Fringilla coelebs,223807,826318
13,5,Mature,Ungrazed,27,Anthus trivialis,223807,826318
13,5,Mature,Ungrazed,27,Anthus trivialis,223807,826318
13,5,Mature,Ungrazed,27,Carduelis spinus,223807,826318
13,5,Mature,Ungrazed,27,Carduelis spinus,223807,826318
13,5,Mature,Ungrazed,27,Regulus regulus,223807,826318
13,5,Mature,Ungrazed,27,Troglodytes troglodytes,223807,826318
13,5,Mature,Ungrazed,27,Phylloscopus trochilus,223807,826318
13,5,Mature,Ungrazed,27,Carduelis cabaret,223807,826318
13,5,Mature,Ungrazed,27,Anthus trivialis,223807,826318
13,5,Mature,Ungrazed,27,Parus major,223807,826318
13,5,Mature,Ungrazed,27,Turdus viscivorus,223807,826318
13,5,Mature,Ungrazed,27,Phylloscopus trochilus,223807,826318
13,5,Mature,Ungrazed,27,Phylloscopus trochilus,223807,826318
13,5,Mature,Ungrazed,27,Fringilla coelebs,223807,826318
13,5,Mature,Ungrazed,27,Phylloscopus trochilus,223807,826318
13,5,Mature,Ungrazed,27,Fringilla coelebs,223807,826318
13,5,Mature,Ungrazed,27,Carduelis spinus,223807,826318
14,4,Mature,Grazed,28,Carduelis cabaret,217396,822248
14,4,Mature,Grazed,28,Carduelis spinus,217396,822248
14,4,Mature,Grazed,28,Carduelis cabaret,217396,822248
14,4,Mature,Grazed,28,Troglodytes troglodytes,217396,822248
14,4,Mature,Grazed,28,Regulus regulus,217396,822248
14,4,Mature,Grazed,28,Phylloscopus trochilus,217396,822248
14,4,Mature,Grazed,28,Phylloscopus trochilus,217396,822248
14,4,Mature,Grazed,28,Falco columbarius,217396,822248
14,4,Mature,Grazed,28,Regulus regulus,217396,822248
14,4,Mature,Grazed,28,Phylloscopus trochilus,217396,822248
14,4,Mature,Grazed,28,Anthus trivialis,217396,822248
14,4,Mature,Grazed,28,Carduelis cabaret,217396,822248
14,4,Mature,Grazed,28,Fringilla coelebs,217396,822248
14,4,Mature,Grazed,28,Fringilla coelebs,217396,822248
14,5,Mature,Ungrazed,29,Cuculus canorus,217387,822123
14,5,Mature,Ungrazed,29,Regulus regulus,217387,822123
14,5,Mature,Ungrazed,29,Troglodytes troglodytes,217387,822123
14,5,Mature,Ungrazed,29,Troglodytes troglodytes,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
14,5,Mature,Ungrazed,29,Fringilla coelebs,217387,822123
14,5,Mature,Ungrazed,29,Lophophanes cristatus,217387,822123
14,5,Mature,Ungrazed,29,Regulus regulus,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
14,5,Mature,Ungrazed,29,Anthus trivialis,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
14,5,Mature,Ungrazed,29,Regulus regulus,217387,822123
14,5,Mature,Ungrazed,29,Troglodytes troglodytes,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
14,5,Mature,Ungrazed,29,Phylloscopus trochilus,217387,822123
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Anthus pratensis,220706,825145
15,1,Reforestation,Ungrazed,30,Anthus pratensis,220706,825145
15,1,Reforestation,Ungrazed,30,Troglodytes troglodytes,220706,825145
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Phylloscopus trochilus,220706,825145
15,1,Reforestation,Ungrazed,30,Anthus pratensis,220706,825145
