Site,PlotType,PlotID,Forest_status,Grazing_status,Grid_X,Grid_Y,BeetleSpecies,,BeetleFrequency
6,3,18,Unforested,Ungrazed,205930,818001,Pterostichus rhaeticus,,1
6,3,18,Unforested,Ungrazed,205930,818001,Agonum fuliginosum,,2
6,3,18,Unforested,Ungrazed,205930,818001,Carabus glabratus,,5
6,3,18,Unforested,Ungrazed,205930,818001,Carabus problematicus,,1
6,3,18,Unforested,Ungrazed,205930,818001,Cychrus caraboides,,2
6,3,18,Unforested,Ungrazed,205930,818001,Pterostichus diligens,,2
6,3,18,Unforested,Ungrazed,205930,818001,Pterostichus niger,,2
6,3,18,Unforested,Ungrazed,205930,818001,Pterostichus rhaeticus,,1
6,3,18,Unforested,Ungrazed,205930,818001,Carabus problematicus,,6
6,3,18,Unforested,Ungrazed,205930,818001,Cychrus caraboides,,4
6,3,18,Unforested,Ungrazed,205930,818001,Pterostichus rhaeticus,,5
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus glabratus,,6
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus problematicus,,1
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus violaceus,,1
7,1,19,Reforestation,Ungrazed,205205,818463,Pterostichus niger,,2
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus glabratus,,1
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus problematicus,,5
7,1,19,Reforestation,Ungrazed,205205,818463,Pterostichus niger,,3
7,1,19,Reforestation,Ungrazed,205205,818463,Carabus glabratus,,10
7,1,19,Reforestation,Ungrazed,205205,818463,Cychrus caraboides,,2
7,2,20,Unforested,Grazed,205773,818728,Nebria salina,,1
7,2,20,Unforested,Grazed,205773,818728,Pterostichus diligens,,4
7,2,20,Unforested,Grazed,205773,818728,Pterostichus rhaeticus,,1
7,2,20,Unforested,Grazed,205773,818728,Trechus obtusus,,14
7,2,20,Unforested,Grazed,205773,818728,Agonum fuliginosum,,1
7,2,20,Unforested,Grazed,205773,818728,Nebria salina,,2
7,2,20,Unforested,Grazed,205773,818728,Notiophilus biguttatus,,5
7,2,20,Unforested,Grazed,205773,818728,Pterostichus diligens,,3
7,2,20,Unforested,Grazed,205773,818728,Trechus obtusus,,1
7,2,20,Unforested,Grazed,205773,818728,Carabus glabratus,,1
7,2,20,Unforested,Grazed,205773,818728,Carabus problematicus,,2
7,2,20,Unforested,Grazed,205773,818728,Nebria salina,,3
7,2,20,Unforested,Grazed,205773,818728,Pterostichus diligens,,1
7,3,21,Unforested,Ungrazed,205381,818550,Pterostichus rhaeticus,,1
7,3,21,Unforested,Ungrazed,205381,818550,Carabus glabratus,,3
7,3,21,Unforested,Ungrazed,205381,818550,Carabus violaceus,,15
7,3,21,Unforested,Ungrazed,205381,818550,Cychrus caraboides,,25
8,1,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,5
8,1,22,Reforestation,Ungrazed,223516,825891,Carabus problematicus,,1
8,1,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,16
8,1,22,Reforestation,Ungrazed,223516,825891,Cychrus caraboides,,15
8,1,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,1
8,1,22,Reforestation,Ungrazed,223516,825891,Carabus violaceus,,1
8,1,22,Reforestation,Ungrazed,223516,825891,Trechus obtusus,,4
8,2,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,3
8,2,22,Reforestation,Ungrazed,223516,825891,Pterostichus diligens,,1
8,2,22,Reforestation,Ungrazed,223516,825891,Pterostichus madidus,,1
8,2,22,Reforestation,Ungrazed,223516,825891,Pterostichus niger,,5
8,2,22,Reforestation,Ungrazed,223516,825891,Pterostichus rhaeticus,,9
8,2,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,1
8,2,22,Reforestation,Ungrazed,223516,825891,Cychrus caraboides,,1
8,2,22,Reforestation,Ungrazed,223516,825891,Abax parallelepipidus,,2
8,2,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,1
8,2,22,Reforestation,Ungrazed,223516,825891,Cychrus caraboides,,3
8,3,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,2
8,3,22,Reforestation,Ungrazed,223516,825891,Carabus violaceus,,1
8,3,22,Reforestation,Ungrazed,223516,825891,Carabus glabratus,,2
8,3,22,Reforestation,Ungrazed,223516,825891,Cychrus caraboides,,1
8,4,23,Unforested,Grazed,223478,825843,Calathus micropterus,,3
8,4,23,Unforested,Grazed,223478,825843,Cychrus caraboides,,14
8,4,23,Unforested,Grazed,223478,825843,Carabus glabratus,,2
8,4,23,Unforested,Grazed,223478,825843,Cychrus caraboides,,3
8,4,23,Unforested,Grazed,223478,825843,Carabus glabratus,,1
8,4,23,Unforested,Grazed,223478,825843,Carabus problematicus,,1
8,4,23,Unforested,Grazed,223478,825843,Cychrus caraboides,,1
8,5,24,Mature,Grazed,223845,825893,Carabus glabratus,,3
8,5,25,Mature,Ungrazed,223821,825929,Carabus violaceus,,1
8,5,25,Mature,Ungrazed,223821,825929,Pterostichus oblongopunctatus,,2
8,5,25,Mature,Ungrazed,223821,825929,Calathus micropterus,,1
8,5,25,Mature,Ungrazed,223821,825929,Carabus glabratus,,2
8,5,25,Mature,Ungrazed,223821,825929,Carabus violaceus,,1
8,5,25,Mature,Ungrazed,223821,825929,Calathus micropterus,,3
8,5,25,Mature,Ungrazed,223821,825929,Carabus glabratus,,1
8,5,25,Mature,Ungrazed,223821,825929,Carabus problematicus,,3
8,5,25,Mature,Ungrazed,223821,825929,Cychrus caraboides,,1
9,1,26,Reforestation,Ungrazed,214590,821089,Carabus glabratus,,1
9,1,26,Reforestation,Ungrazed,214590,821089,Carabus glabratus,,1
9,1,26,Reforestation,Ungrazed,214590,821089,Carabus glabratus,,2
9,2,27,Unforested,Grazed,214613,821088,Agonum fuliginosum,,3
9,2,27,Unforested,Grazed,214613,821088,Carabus glabratus,,3
9,2,27,Unforested,Grazed,214613,821088,Carabus problematicus,,13
9,2,27,Unforested,Grazed,214613,821088,Cychrus caraboides,,2
9,2,27,Unforested,Grazed,214613,821088,Pterostichus rhaeticus,,1
9,2,27,Unforested,Grazed,214613,821088,Carabus problematicus,,1
9,2,27,Unforested,Grazed,214613,821088,Pterostichus niger,,5
9,2,27,Unforested,Grazed,214613,821088,Pterostichus rhaeticus,,1
9,2,27,Unforested,Grazed,214613,821088,Carabus glabratus,,2
9,2,27,Unforested,Grazed,214613,821088,Carabus problematicus,,1
9,2,27,Unforested,Grazed,214613,821088,Cychrus caraboides,,5
9,2,27,Unforested,Grazed,214613,821088,Pterostichus rhaeticus,,2
9,3,28,Unforested,Ungrazed,214876,821044,Agonum fuliginosum,,1
9,3,28,Unforested,Ungrazed,214876,821044,Carabus glabratus,,5
9,3,28,Unforested,Ungrazed,214876,821044,Carabus problematicus,,1
9,3,28,Unforested,Ungrazed,214876,821044,Cychrus caraboides,,1
9,3,28,Unforested,Ungrazed,214876,821044,Pterostichus niger,,2
9,3,28,Unforested,Ungrazed,214876,821044,Pterostichus rhaeticus,,1
9,3,28,Unforested,Ungrazed,214876,821044,Agonum fuliginosum,,3
9,3,28,Unforested,Ungrazed,214876,821044,Carabus glabratus,,3
9,3,28,Unforested,Ungrazed,214876,821044,Carabus problematicus,,1
9,3,28,Unforested,Ungrazed,214876,821044,Carabus violaceus,,2
9,3,28,Unforested,Ungrazed,214876,821044,Cychrus caraboides,,5
9,3,28,Unforested,Ungrazed,214876,821044,Pterostichus rhaeticus,,1
9,3,28,Unforested,Ungrazed,214876,821044,Carabus glabratus,,3
9,3,28,Unforested,Ungrazed,214876,821044,Cychrus caraboides,,1
9,4,29,Mature,Grazed,216455,822114,Carabus glabratus,,1
9,4,29,Mature,Grazed,216455,822114,Carabus problematicus,,4
9,4,29,Mature,Grazed,216455,822114,Carabus violaceus,,6
9,4,29,Mature,Grazed,216455,822114,Trechus obtusus,,6
9,4,29,Mature,Grazed,216455,822114,Carabus glabratus,,5
9,4,29,Mature,Grazed,216455,822114,Calathus micropterus,,1
9,4,29,Mature,Grazed,216455,822114,Carabus glabratus,,2
9,4,29,Mature,Grazed,216455,822114,Carabus problematicus,,1
9,4,29,Mature,Grazed,216455,822114,Carabus violaceus,,1
9,4,29,Mature,Grazed,216455,822114,Cychrus caraboides,,1
9,5,30,Mature,Ungrazed,216452,822065,Carabus glabratus,,1
9,5,30,Mature,Ungrazed,216452,822065,Cychrus caraboides,,1
9,5,30,Mature,Ungrazed,216452,822065,Carabus glabratus,,1
9,5,30,Mature,Ungrazed,216452,822065,Carabus violaceus,,1
9,5,30,Mature,Ungrazed,216452,822065,Carabus glabratus,,1
9,5,30,Mature,Ungrazed,216452,822065,Carabus problematicus,,3
9,5,30,Mature,Ungrazed,216452,822065,Carabus violaceus,,6
9,5,30,Mature,Ungrazed,216452,822065,Trechus obtusus,,7
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus glabratus,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Pterostichus diligens,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus glabratus,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus violaceus,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Pterostichus niger,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Calathus micropterus,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus glabratus,,2
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus problematicus,,1
10,1,31,Reforestation,Ungrazed,235592,817787,Carabus violaceus,,4
10,1,31,Reforestation,Ungrazed,235592,817787,Cychrus caraboides,,1
10,2,32,Unforested,Grazed,235570,817892,Carabus glabratus,,4
10,2,32,Unforested,Grazed,235570,817892,Cychrus caraboides,,1
10,2,32,Unforested,Grazed,235570,817892,Pterostichus diligens,,1
10,2,32,Unforested,Grazed,235570,817892,Pterostichus madidus,,1
10,2,32,Unforested,Grazed,235570,817892,Carabus glabratus,,1
10,2,32,Unforested,Grazed,235570,817892,Pterostichus diligens,,1
10,2,32,Unforested,Grazed,235570,817892,Pterostichus niger,,3
10,2,32,Unforested,Grazed,235570,817892,Carabus glabratus,,1
10,2,32,Unforested,Grazed,235570,817892,Carabus violaceus,,2
10,2,32,Unforested,Grazed,235570,817892,Pterostichus niger,,1
10,3,33,Unforested,Ungrazed,235496,818006,Agonum fuliginosum,,3
10,3,33,Unforested,Ungrazed,235496,818006,Carabus glabratus,,1
10,3,33,Unforested,Ungrazed,235496,818006,Pterostichus diligens,,1
10,3,33,Unforested,Ungrazed,235496,818006,Pterostichus rhaeticus,,1
10,3,33,Unforested,Ungrazed,235496,818006,Agonum fuliginosum,,1
10,3,33,Unforested,Ungrazed,235496,818006,Carabus glabratus,,1
10,3,33,Unforested,Ungrazed,235496,818006,Pterostichus diligens,,2
10,3,33,Unforested,Ungrazed,235496,818006,Agonum fuliginosum,,4
10,3,33,Unforested,Ungrazed,235496,818006,Carabus glabratus,,2
10,3,33,Unforested,Ungrazed,235496,818006,Pterostichus diligens,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Carabus glabratus,,4
11,1,34,Reforestation,Ungrazed,233892,816697,Carabus violaceus,,2
11,1,34,Reforestation,Ungrazed,233892,816697,Harpalus latus,,2
11,1,34,Reforestation,Ungrazed,233892,816697,Pterostichus diligens,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Pterostichus niger,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Carabus glabratus,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Notiophilus germinyi,,4
11,1,34,Reforestation,Ungrazed,233892,816697,Pterostichus diligens,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Pterostichus niger,,1
11,1,34,Reforestation,Ungrazed,233892,816697,Carabus glabratus,,13
11,1,34,Reforestation,Ungrazed,233892,816697,Carabus violaceus,,2
11,1,34,Reforestation,Ungrazed,233892,816697,Pterostichus niger,,2
11,2,35,Unforested,Grazed,233746,816435,Carabus glabratus,,2
11,2,35,Unforested,Grazed,233746,816435,Carabus violaceus,,7
11,2,35,Unforested,Grazed,233746,816435,Cychrus caraboides,,1
11,2,35,Unforested,Grazed,233746,816435,Harpalus latus,,2
11,2,35,Unforested,Grazed,233746,816435,Carabus glabratus,,1
11,2,35,Unforested,Grazed,233746,816435,Pterostichus niger,,1
11,2,35,Unforested,Grazed,233746,816435,Abax parallelepipidus,,1
11,2,35,Unforested,Grazed,233746,816435,Carabus glabratus,,1
11,2,35,Unforested,Grazed,233746,816435,Pterostichus niger,,1
11,3,36,Unforested,Ungrazed,233848,816707,Carabus violaceus,,10
11,3,36,Unforested,Ungrazed,233848,816707,Pterostichus diligens,,5
11,3,36,Unforested,Ungrazed,233848,816707,Pterostichus niger,,20
11,3,36,Unforested,Ungrazed,233848,816707,Pterostichus diligens,,2
11,3,36,Unforested,Ungrazed,233848,816707,Carabus glabratus,,1
11,3,36,Unforested,Ungrazed,233848,816707,Cychrus caraboides,,1
11,3,36,Unforested,Ungrazed,233848,816707,Pterostichus diligens,,1
11,3,36,Unforested,Ungrazed,233848,816707,Pterostichus niger,,7
12,1,37,Reforestation,Ungrazed,228676,816354,Carabus glabratus,,2
12,1,37,Reforestation,Ungrazed,228676,816354,Pterostichus niger,,2
12,1,37,Reforestation,Ungrazed,228676,816354,Carabus glabratus,,2
12,1,37,Reforestation,Ungrazed,228676,816354,Carabus violaceus,,1
12,1,37,Reforestation,Ungrazed,228676,816354,Cychrus caraboides,,2
12,1,37,Reforestation,Ungrazed,228676,816354,Pterostichus madidus,,1
12,2,38,Unforested,Grazed,228711,816323,Agonum ericeti,,1
12,2,38,Unforested,Grazed,228711,816323,Bradycellus ruficollis,,1
12,2,38,Unforested,Grazed,228711,816323,Pterostichus diligens,,10
12,2,38,Unforested,Grazed,228711,816323,Carabus violaceus,,1
12,2,38,Unforested,Grazed,228711,816323,Pterostichus diligens,,21
12,2,38,Unforested,Grazed,228711,816323,Pterostichus madidus,,1
12,2,38,Unforested,Grazed,228711,816323,Carabus violaceus,,2
12,3,39,Unforested,Ungrazed,228610,816350,Pterostichus diligens,,10
12,3,39,Unforested,Ungrazed,228610,816350,Pterostichus rhaeticus,,1
12,3,39,Unforested,Ungrazed,228610,816350,Pterostichus madidus,,1
12,3,39,Unforested,Ungrazed,228610,816350,Pterostichus rhaeticus,,9
12,3,39,Unforested,Ungrazed,228610,816350,Carabus problematicus,,5
12,3,39,Unforested,Ungrazed,228610,816350,Pterostichus diligens,,1
13,4,40,Mature,Grazed,223910,826257,Carabus glabratus,,1
13,4,40,Mature,Grazed,223910,826257,Carabus violaceus,,7
13,4,40,Mature,Grazed,223910,826257,Pterostichus oblongopunctatus,,2
13,4,40,Mature,Grazed,223910,826257,Abax parallelepipidus,,1
13,4,40,Mature,Grazed,223910,826257,Calathus micropterus,,1
13,4,40,Mature,Grazed,223910,826257,Carabus glabratus,,8
13,4,40,Mature,Grazed,223910,826257,Carabus violaceus,,1
13,4,40,Mature,Grazed,223910,826257,Cychrus caraboides,,6
13,4,40,Mature,Grazed,223910,826257,Calathus micropterus,,2
13,4,40,Mature,Grazed,223910,826257,Carabus glabratus,,2
13,4,40,Mature,Grazed,223910,826257,Carabus violaceus,,1
13,4,40,Mature,Grazed,223910,826257,Cychrus caraboides,,1
13,4,40,Mature,Grazed,223910,826257,Loricera pilicornis,,1
13,4,40,Mature,Grazed,223910,826257,Trechus obtusus,,2
13,5,41,Mature,Ungrazed,223873,826234,Carabus violaceus,,3
13,5,41,Mature,Ungrazed,223873,826234,Pterostichus oblongopunctatus,,2
13,5,41,Mature,Ungrazed,223873,826234,Calathus micropterus,,16
13,5,41,Mature,Ungrazed,223873,826234,Cychrus caraboides,,3
14,4,42,Mature,Grazed,217390,822196,Calathus micropterus,,4
14,4,42,Mature,Grazed,217390,822196,Carabus glabratus,,3
14,4,42,Mature,Grazed,217390,822196,Carabus problematicus,,1
14,4,42,Mature,Grazed,217390,822196,Carabus violaceus,,7
14,4,42,Mature,Grazed,217390,822196,Calathus micropterus,,2
14,4,42,Mature,Grazed,217390,822196,Carabus problematicus,,1
14,4,42,Mature,Grazed,217390,822196,Calathus micropterus,,5
14,4,42,Mature,Grazed,217390,822196,Carabus glabratus,,1
14,4,42,Mature,Grazed,217390,822196,Carabus problematicus,,2
14,4,42,Mature,Grazed,217390,822196,Cychrus caraboides,,1
14,4,42,Mature,Grazed,217390,822196,Trechus obtusus,,10
14,5,43,Mature,Ungrazed,217398,822197,Carabus glabratus,,3
14,5,43,Mature,Ungrazed,217398,822197,Cychrus caraboides,,1
