Date,Site,PlotType,ID,Forest_status,Grazing_status,Grid_X,Grid_Y,Time,Species,How_recorded,Distance,Year ,Weather_1,Weather_2
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,09:55,Phylloscopus trochilus,Singing,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:37,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:37,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:40,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:40,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,11:14,Anthus pratensis,Seen,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,06:52,Phylloscopus trochilus,Singing,30,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,06:53,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:27,Anthus pratensis,Seen,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:29,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:29,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:29,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:29,Anthus pratensis,Seen,10,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:32,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:27,Phylloscopus trochilus,Singing,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:48,Carduelis cabaret,Seen,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:50,Phylloscopus trochilus,Singing,20,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:51,Phylloscopus trochilus,Singing,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:54,Phylloscopus trochilus,Seen,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:54,Phylloscopus trochilus,Singing,30,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:54,Phylloscopus trochilus,Singing,30,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,10:55,Carduelis cabaret,Seen,30,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:02,Phylloscopus trochilus,Singing,25,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:02,Phylloscopus trochilus,Singing,50,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:04,Anthus pratensis,Seen,35,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:04,Phylloscopus trochilus,Singing,15,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:08,Anthus pratensis,Seen,30,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:11,Carduelis cabaret,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
07/06/2019,5,1,13,Reforestation,Ungrazed,282190,819945,07:12,Carduelis cabaret,Seen,40,1997,"Sunny, very slight breeze, frost on tops mountains","Still, cloud and sun"
28/05/2019,5,2,14,Unforested,Grazed,285890,819963,06:46,Anthus pratensis,Singing,40,1997,"Sun & cloud, light breeze","Breeze, cloud and sun"
28/05/2019,5,2,14,Unforested,Grazed,285890,819963,07:12,Anthus pratensis,Singing,40,1997,"Sun & cloud, light breeze","Breeze, cloud and sun"
28/05/2019,5,2,14,Unforested,Grazed,285890,819963,08:27,Anthus pratensis,Seen,30,1997,"Sun & cloud, light breeze","Breeze, cloud and sun"
28/05/2019,5,2,14,Unforested,Grazed,285890,819963,08:29,Anthus pratensis,Seen,50,1997,"Sun & cloud, light breeze","Breeze, cloud and sun"
07/06/2019,5,2,14,Unforested,Grazed,285890,819963,10:00,Phylloscopus trochilus,Singing,30,1997,"Sun & cloud, light breeze","Breeze, cloud and sun"
28/05/2019,5,3,15,Unforested,Ungrazed,289480,820102,06:49,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
28/05/2019,5,3,15,Unforested,Ungrazed,289480,820102,10:06,Anthus pratensis,Fly over,25,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:42,Phylloscopus trochilus,Singing,50,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:43,Anthus pratensis,Seen,40,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:44,Anthus pratensis,Seen,25,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:46,Anthus pratensis,Seen,30,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:55,Anthus pratensis,Seen,10,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:43,Anthus pratensis,Seen,50,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
07/06/2019,5,3,15,Unforested,Ungrazed,289480,820102,07:25,Fringilla coelebs,Seen,10,1997,"Sunny, very slight breeze","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,06:55,Phylloscopus trochilus,Singing,40,1999,"Sunny intervals, light breeze, light rain shower 10:58","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:25,Fringilla coelebs,Seen,10,1999,"Sunny intervals, light breeze, light rain shower 10:59","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:27,Phylloscopus trochilus,Singing,25,1999,"Sunny intervals, light breeze, light rain shower 10:60","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:27,Phylloscopus trochilus,Singing,25,1999,"Sunny intervals, light breeze, light rain shower 10:61","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:29,Troglodytes troglodytes,Singing,20,1999,"Sunny intervals, light breeze, light rain shower 10:62","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:31,Parus major,Singing,30,1999,"Sunny intervals, light breeze, light rain shower 10:63","Breeze, cloud and sun"
28/05/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:32,Erithacus rubecula,Singing,25,1999,"Sunny intervals, light breeze, light rain shower 10:64","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:33,Anthus trivialis,Seen,40,1999,"Sunny intervals, light breeze, light rain shower 10:65","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:29,Phylloscopus trochilus,Singing,40,1999,"Sunny intervals, light breeze, light rain shower 10:66","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:30,Fringilla coelebs,Singing,50,1999,"Sunny intervals, light breeze, light rain shower 10:67","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:33,Anthus pratensis,Singing,50,1999,"Sunny intervals, light breeze, light rain shower 10:68","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:33,Anthus pratensis,Singing,50,1999,"Sunny intervals, light breeze, light rain shower 10:69","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,07:36,Phylloscopus trochilus,Seen,50,1999,"Sunny intervals, light breeze, light rain shower 10:70","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,11:24,Phoenicurus phoenicurus,Seen,40,1999,"Sunny intervals, light breeze, light rain shower 10:71","Breeze, cloud and sun"
07/06/2019,7,1,19,Reforestation,Ungrazed,252000,818468,11:38,Fringilla coelebs,Singing,40,1999,"Sunny intervals, light breeze, light rain shower 10:72","Breeze, cloud and sun"
07/06/2019,7,2,20,Unforested,Grazed,258510,818738,10:02,Phylloscopus trochilus,Calling,25,1999,"Overcast, light breeze, light rain shower 09:27","Light wind, high cloud, 08:29 sun "
07/06/2019,7,2,20,Unforested,Grazed,258510,818738,11:35,Lophophanes cristatus,Seen,40,1999,"Overcast, light breeze, light rain shower 09:28","Light wind, high cloud, 08:29 sun "
28/05/2019,7,3,21,Unforested,Ungrazed,255730,818628,10:03,Carduelis cabaret,Seen,5,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
28/05/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:39,Phylloscopus trochilus,Seen,40,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:24,Periparus ater,Singing,50,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:26,Parus major,Calling,50,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:27,Phylloscopus trochilus,Singing,40,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:30,Periparus ater,Singing,50,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:30,Anthus trivialis,Seen,50,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
07/06/2019,7,3,21,Unforested,Ungrazed,255730,818628,11:35,Periparus ater,Singing,50,1999,"Sunny intervals, light breeze","High cloud, light/mid wind"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:03,Carduelis cabaret,Seen,5,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,11:39,Anthus trivialis,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,08:11,Anthus pratensis,Seen,30,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,08:18,Anthus pratensis,Seen,20,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,08:19,Anthus pratensis,Seen,40,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,08:09,Anthus pratensis,Seen,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:51,Anthus trivialis,Seen,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:34,Turdus philomelos,Singing,20,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:35,Troglodytes troglodytes,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:38,Turdus philomelos,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:37,Troglodytes troglodytes,Singing,40,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:44,Cuculus canorus,Seen,40,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:47,Turdus philomelos,Singing,10,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:41,Troglodytes troglodytes,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:48,Troglodytes troglodytes,Seen,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:28,Troglodytes troglodytes,Singing,40,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:36,Periparus ater,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,09:39,Turdus philomelos,Calling,10,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
